Spatial Frequency(Hz),Modulation(0-1),System time(milliseconds),Target Position(pixels),Cursor Position(pixels),Error(pixels),x-axis gain
20.0,1.0,2655,480,480,0.0,
2.0,
20.0,1.0,2689,480,480,0.0,
2.0,
20.0,1.0,2722,480,480,0.0,
2.0,
20.0,1.0,2754,480,480,0.0,
2.0,
20.0,1.0,2788,480,480,0.0,
2.0,
20.0,1.0,2822,480,480,0.0,
2.0,
20.0,1.0,2855,480,480,0.0,
2.0,
20.0,1.0,2889,480,480,0.0,
2.0,
20.0,1.0,2922,480,480,0.0,
2.0,
20.0,1.0,2955,480,480,0.0,
2.0,
20.0,1.0,2988,480,480,0.0,
2.0,
20.0,1.0,3021,480,480,0.0,
2.0,
20.0,1.0,3055,480,480,0.0,
2.0,
20.0,1.0,3090,480,480,0.0,
2.0,
20.0,1.0,3122,480,480,0.0,
2.0,
20.0,1.0,3155,480,480,0.0,
2.0,
20.0,1.0,3188,480,480,0.0,
2.0,
20.0,1.0,3222,480,480,0.0,
2.0,
20.0,1.0,3255,480,480,0.0,
2.0,
20.0,1.0,3288,480,480,0.0,
2.0,
20.0,1.0,3322,480,480,0.0,
2.0,
20.0,1.0,3354,480,480,0.0,
2.0,
20.0,1.0,3387,480,480,0.0,
2.0,
20.0,1.0,3422,480,480,0.0,
2.0,
20.0,1.0,3455,480,480,0.0,
2.0,
20.0,1.0,3488,480,480,0.0,
2.0,
20.0,1.0,3522,543,480,63.0,
2.0,
20.0,1.0,3593,544,480,64.0,
2.0,
20.0,1.0,3621,545,480,65.0,
2.0,
20.0,1.0,3655,546,480,66.0,
2.0,
20.0,1.0,3688,548,480,68.0,
2.0,
20.0,1.0,3721,549,481,68.0,
2.0,
20.0,1.0,3754,551,482,69.0,
2.0,
20.0,1.0,3788,553,483,70.0,
2.0,
20.0,1.0,3821,555,484,71.0,
2.0,
20.0,1.0,3856,558,485,73.0,
2.0,
20.0,1.0,3888,560,486,74.0,
2.0,
20.0,1.0,3921,563,487,76.0,
2.0,
20.0,1.0,3954,566,488,78.0,
2.0,
20.0,1.0,3988,569,489,80.0,
2.0,
20.0,1.0,4021,572,490,82.0,
2.0,
20.0,1.0,4056,1535,491,1044.0,
2.0,
20.0,1.0,4088,1538,492,1046.0,
2.0,
20.0,1.0,4120,1541,493,1048.0,
2.0,
20.0,1.0,4154,1544,494,1050.0,
2.0,
20.0,1.0,4188,1546,495,1051.0,
2.0,
20.0,1.0,4221,1549,496,1053.0,
2.0,
20.0,1.0,4255,1551,497,1054.0,
2.0,
20.0,1.0,4285,1553,498,1055.0,
2.0,
20.0,1.0,4317,1555,499,1056.0,
2.0,
20.0,1.0,4350,1557,500,1057.0,
2.0,
20.0,1.0,4384,1559,501,1058.0,
2.0,
20.0,1.0,4416,1560,502,1058.0,
2.0,
20.0,1.0,4450,1561,503,1058.0,
2.0,
20.0,1.0,4482,1562,504,1058.0,
2.0,
20.0,1.0,4517,1563,505,1058.0,
2.0,
20.0,1.0,4550,1564,508,1056.0,
2.0,
20.0,1.0,4584,1565,514,1051.0,
2.0,
20.0,1.0,4616,1565,514,1051.0,
2.0,
20.0,1.0,4650,1565,529,1036.0,
2.0,
20.0,1.0,4682,1566,549,1017.0,
2.0,
20.0,1.0,4714,1566,575,991.0,
2.0,
20.0,1.0,4748,1566,604,962.0,
2.0,
20.0,1.0,4778,1567,639,928.0,
2.0,
20.0,1.0,4809,1567,672,895.0,
2.0,
20.0,1.0,4840,1568,705,863.0,
2.0,
20.0,1.0,4870,1569,739,830.0,
2.0,
20.0,1.0,4904,1569,772,797.0,
2.0,
20.0,1.0,4938,1570,806,764.0,
2.0,
20.0,1.0,4971,1571,839,732.0,
2.0,
20.0,1.0,5004,1572,872,700.0,
2.0,
20.0,1.0,5038,1573,905,668.0,
2.0,
20.0,1.0,5071,1575,938,637.0,
2.0,
20.0,1.0,5102,1576,972,604.0,
2.0,
20.0,1.0,5133,1577,1006,571.0,
2.0,
20.0,1.0,5166,1579,1039,540.0,
2.0,
20.0,1.0,5200,1580,1072,508.0,
2.0,
20.0,1.0,5234,1582,1106,476.0,
2.0,
20.0,1.0,5266,1583,1139,444.0,
2.0,
20.0,1.0,5300,1585,1172,413.0,
2.0,
20.0,1.0,5333,1586,1205,381.0,
2.0,
20.0,1.0,5367,1587,1239,348.0,
2.0,
20.0,1.0,5400,1589,1271,318.0,
2.0,
20.0,1.0,5433,1590,1305,285.0,
2.0,
20.0,1.0,5466,1591,1339,252.0,
2.0,
20.0,1.0,5500,1593,1372,221.0,
2.0,
20.0,1.0,5533,1594,1405,189.0,
2.0,
20.0,1.0,5566,1595,1439,156.0,
2.0,
20.0,1.0,5600,1596,1472,124.0,
2.0,
20.0,1.0,5630,1597,1505,92.0,
2.0,
20.0,1.0,5660,1598,1539,59.0,
2.0,
20.0,1.0,5690,1599,1571,28.0,
2.0,
20.0,1.0,5720,1600,1602,2.0,
2.0,
20.0,1.0,5754,1601,1634,33.0,
2.0,
20.0,1.0,5786,1602,1634,32.0,
2.0,
20.0,1.0,5817,1604,1634,30.0,
2.0,
20.0,1.0,5850,1605,1634,29.0,
2.0,
20.0,1.0,5882,1607,1640,33.0,
2.0,
20.0,1.0,5916,1609,1638,29.0,
2.0,
20.0,1.0,5951,1611,1630,19.0,
2.0,
20.0,1.0,5983,1613,1620,7.0,
2.0,
20.0,1.0,6016,1616,1610,6.0,
2.0,
20.0,1.0,6050,1619,1600,19.0,
2.0,
20.0,1.0,6082,1621,1591,30.0,
2.0,
20.0,1.0,6115,1625,1583,42.0,
2.0,
20.0,1.0,6151,1628,1577,51.0,
2.0,
20.0,1.0,6186,1631,1574,57.0,
2.0,
20.0,1.0,6221,1635,1575,60.0,
2.0,
20.0,1.0,6256,1638,1576,62.0,
2.0,
20.0,1.0,6289,1642,1577,65.0,
2.0,
20.0,1.0,6320,1646,1578,68.0,
2.0,
20.0,1.0,6354,1649,1579,70.0,
2.0,
20.0,1.0,6389,1653,1581,72.0,
2.0,
20.0,1.0,6420,1656,1584,72.0,
2.0,
20.0,1.0,6454,1659,1587,72.0,
2.0,
20.0,1.0,6487,1662,1590,72.0,
2.0,
20.0,1.0,6520,1665,1594,71.0,
2.0,
20.0,1.0,6555,1668,1599,69.0,
2.0,
20.0,1.0,6586,1670,1604,66.0,
2.0,
20.0,1.0,6620,1672,1611,61.0,
2.0,
20.0,1.0,6653,1673,1619,54.0,
2.0,
20.0,1.0,6687,1675,1628,47.0,
2.0,
20.0,1.0,6719,1676,1637,39.0,
2.0,
20.0,1.0,6753,1676,1645,31.0,
2.0,
20.0,1.0,6787,1676,1645,31.0,
2.0,
20.0,1.0,6820,1676,1645,31.0,
2.0,
20.0,1.0,6855,1676,1645,31.0,
2.0,
20.0,1.0,6888,1676,1645,31.0,
2.0,
20.0,1.0,6920,1675,1645,30.0,
2.0,
20.0,1.0,6953,1674,1648,26.0,
2.0,
20.0,1.0,6987,1673,1648,25.0,
2.0,
20.0,1.0,7020,1671,1648,23.0,
2.0,
20.0,1.0,7054,1670,1648,22.0,
2.0,
20.0,1.0,7087,1669,1648,21.0,
2.0,
20.0,1.0,7120,1667,1648,19.0,
2.0,
20.0,1.0,7154,1666,1648,18.0,
2.0,
20.0,1.0,7186,1664,1648,16.0,
2.0,
20.0,1.0,7220,1663,1648,15.0,
2.0,
20.0,1.0,7253,1662,1648,14.0,
2.0,
20.0,1.0,7287,1661,1648,13.0,
2.0,
20.0,1.0,7320,1660,1648,12.0,
2.0,
20.0,1.0,7353,1659,1647,12.0,
2.0,
20.0,1.0,7387,1658,1646,12.0,
2.0,
20.0,1.0,7420,1657,1645,12.0,
2.0,
20.0,1.0,7453,1657,1644,13.0,
2.0,
20.0,1.0,7486,1656,1643,13.0,
2.0,
20.0,1.0,7520,1656,1642,14.0,
2.0,
20.0,1.0,7553,1655,1641,14.0,
2.0,
20.0,1.0,7587,1655,1640,15.0,
2.0,
20.0,1.0,7620,1655,1639,16.0,
2.0,
20.0,1.0,7653,1655,1638,17.0,
2.0,
20.0,1.0,7687,1654,1638,16.0,
2.0,
20.0,1.0,7720,1654,1639,15.0,
2.0,
20.0,1.0,7753,1653,1640,13.0,
2.0,
20.0,1.0,7786,1653,1640,13.0,
2.0,
20.0,1.0,7820,1652,1639,13.0,
2.0,
20.0,1.0,7853,1651,1638,13.0,
2.0,
20.0,1.0,7886,1650,1637,13.0,
2.0,
20.0,1.0,7917,1649,1636,13.0,
2.0,
20.0,1.0,7950,1647,1636,11.0,
2.0,
20.0,1.0,7983,1646,1637,9.0,
2.0,
20.0,1.0,8017,1644,1638,6.0,
2.0,
200.0,1.0,8050,1644,1638,6.0,
2.0,
200.0,1.0,8080,683,683,0.0,
2.0,
200.0,1.0,8112,681,682,1.0,
2.0,
200.0,1.0,8146,679,681,2.0,
2.0,
200.0,1.0,8176,677,680,3.0,
2.0,
200.0,1.0,8207,675,679,4.0,
2.0,
200.0,1.0,8237,674,678,4.0,
2.0,
200.0,1.0,8269,672,677,5.0,
2.0,
200.0,1.0,8303,670,676,6.0,
2.0,
200.0,1.0,8333,668,675,7.0,
2.0,
200.0,1.0,8366,667,674,7.0,
2.0,
200.0,1.0,8397,665,673,8.0,
2.0,
200.0,1.0,8431,664,670,6.0,
2.0,
200.0,1.0,8465,664,670,6.0,
2.0,
200.0,1.0,8497,662,664,2.0,
2.0,
200.0,1.0,8527,661,654,7.0,
2.0,
200.0,1.0,8557,660,641,19.0,
2.0,
200.0,1.0,8592,660,628,32.0,
2.0,
200.0,1.0,8626,659,615,44.0,
2.0,
200.0,1.0,8659,658,609,49.0,
2.0,
200.0,1.0,8691,658,608,50.0,
2.0,
200.0,1.0,8723,658,610,48.0,
2.0,
200.0,1.0,8753,657,612,45.0,
2.0,
200.0,1.0,8787,657,611,46.0,
2.0,
200.0,1.0,8819,657,610,47.0,
2.0,
200.0,1.0,8854,657,610,47.0,
2.0,
200.0,1.0,8885,656,612,44.0,
2.0,
200.0,1.0,8919,656,616,40.0,
2.0,
200.0,1.0,8952,656,620,36.0,
2.0,
200.0,1.0,8986,655,624,31.0,
2.0,
200.0,1.0,9019,655,627,28.0,
2.0,
200.0,1.0,9052,655,630,25.0,
2.0,
200.0,1.0,9086,654,633,21.0,
2.0,
200.0,1.0,9116,653,637,16.0,
2.0,
200.0,1.0,9149,653,641,12.0,
2.0,
200.0,1.0,9183,652,646,6.0,
2.0,
200.0,1.0,9216,651,649,2.0,
2.0,
200.0,1.0,9248,650,651,1.0,
2.0,
200.0,1.0,9278,649,653,4.0,
2.0,
200.0,1.0,9308,649,655,6.0,
2.0,
200.0,1.0,9339,648,657,9.0,
2.0,
200.0,1.0,9371,647,659,12.0,
2.0,
200.0,1.0,9403,647,661,14.0,
2.0,
200.0,1.0,9436,646,663,17.0,
2.0,
200.0,1.0,9469,646,665,19.0,
2.0,
200.0,1.0,9502,646,667,21.0,
2.0,
200.0,1.0,9535,646,669,23.0,
2.0,
200.0,1.0,9568,647,670,23.0,
2.0,
200.0,1.0,9602,647,671,24.0,
2.0,
200.0,1.0,9636,648,672,24.0,
2.0,
200.0,1.0,9669,649,673,24.0,
2.0,
200.0,1.0,9702,651,673,22.0,
2.0,
200.0,1.0,9736,652,673,21.0,
2.0,
200.0,1.0,9768,654,672,18.0,
2.0,
200.0,1.0,9802,656,671,15.0,
2.0,
200.0,1.0,9835,658,670,12.0,
2.0,
200.0,1.0,9869,660,670,10.0,
2.0,
200.0,1.0,9902,663,671,8.0,
2.0,
200.0,1.0,9935,665,672,7.0,
2.0,
200.0,1.0,9968,667,672,5.0,
2.0,
200.0,1.0,10002,670,672,2.0,
2.0,
200.0,1.0,10036,672,673,1.0,
2.0,
200.0,1.0,10069,674,674,0.0,
2.0,
200.0,1.0,10101,676,675,1.0,
2.0,
200.0,1.0,10135,678,676,2.0,
2.0,
200.0,1.0,10168,679,677,2.0,
2.0,
200.0,1.0,10202,681,678,3.0,
2.0,
200.0,1.0,10235,682,679,3.0,
2.0,
200.0,1.0,10269,683,680,3.0,
2.0,
200.0,1.0,10302,683,681,2.0,
2.0,
200.0,1.0,10336,683,682,1.0,
2.0,
200.0,1.0,10369,683,683,0.0,
2.0,
200.0,1.0,10402,683,684,1.0,
2.0,
200.0,1.0,10432,682,685,3.0,
2.0,
200.0,1.0,10467,681,686,5.0,
2.0,
200.0,1.0,10501,680,687,7.0,
2.0,
200.0,1.0,10535,679,688,9.0,
2.0,
200.0,1.0,10568,677,689,12.0,
2.0,
200.0,1.0,10602,675,690,15.0,
2.0,
200.0,1.0,10636,674,691,17.0,
2.0,
200.0,1.0,10669,672,692,20.0,
2.0,
200.0,1.0,10702,670,693,23.0,
2.0,
200.0,1.0,10733,668,694,26.0,
2.0,
200.0,1.0,10764,666,695,29.0,
2.0,
200.0,1.0,10795,665,696,31.0,
2.0,
200.0,1.0,10825,663,696,33.0,
2.0,
200.0,1.0,10857,662,696,34.0,
2.0,
200.0,1.0,10891,660,695,35.0,
2.0,
200.0,1.0,10926,659,692,33.0,
2.0,
200.0,1.0,10960,658,689,31.0,
2.0,
200.0,1.0,10995,657,686,29.0,
2.0,
200.0,1.0,11026,656,683,27.0,
2.0,
200.0,1.0,11059,656,682,26.0,
2.0,
200.0,1.0,11093,655,681,26.0,
2.0,
200.0,1.0,11128,655,680,25.0,
2.0,
200.0,1.0,11163,654,679,25.0,
2.0,
200.0,1.0,11197,654,678,24.0,
2.0,
200.0,1.0,11227,654,677,23.0,
2.0,
200.0,1.0,11259,653,676,23.0,
2.0,
200.0,1.0,11291,653,675,22.0,
2.0,
200.0,1.0,11323,653,674,21.0,
2.0,
200.0,1.0,11357,652,672,20.0,
2.0,
200.0,1.0,11387,652,669,17.0,
2.0,
200.0,1.0,11417,651,666,15.0,
2.0,
200.0,1.0,11452,651,663,12.0,
2.0,
200.0,1.0,11483,650,660,10.0,
2.0,
200.0,1.0,11513,649,658,9.0,
2.0,
200.0,1.0,11547,648,655,7.0,
2.0,
200.0,1.0,11578,647,653,6.0,
2.0,
200.0,1.0,11610,646,650,4.0,
2.0,
200.0,1.0,11640,645,648,3.0,
2.0,
200.0,1.0,11675,644,648,4.0,
2.0,
200.0,1.0,11707,643,649,6.0,
2.0,
200.0,1.0,11739,642,650,8.0,
2.0,
200.0,1.0,11769,640,651,11.0,
2.0,
200.0,1.0,11802,639,652,13.0,
2.0,
200.0,1.0,11836,638,653,15.0,
2.0,
200.0,1.0,11868,637,654,17.0,
2.0,
200.0,1.0,11902,636,653,17.0,
2.0,
200.0,1.0,11935,635,652,17.0,
2.0,
200.0,1.0,11968,634,651,17.0,
2.0,
200.0,1.0,12001,633,650,17.0,
2.0,
200.0,1.0,12034,632,647,15.0,
2.0,
200.0,1.0,12067,1592,644,948.0,
2.0,
200.0,1.0,12099,1591,642,949.0,
2.0,
200.0,1.0,12134,1590,639,951.0,
2.0,
200.0,1.0,12167,1590,636,954.0,
2.0,
200.0,1.0,12200,1589,633,956.0,
2.0,
200.0,1.0,12233,1588,632,956.0,
2.0,
200.0,1.0,12268,1588,633,955.0,
2.0,
200.0,1.0,12300,1587,634,953.0,
2.0,
200.0,1.0,12334,1586,635,951.0,
2.0,
200.0,1.0,12367,1585,636,949.0,
2.0,
200.0,1.0,12400,1584,637,947.0,
2.0,
200.0,1.0,12433,1583,640,943.0,
2.0,
200.0,1.0,12467,1581,645,936.0,
2.0,
200.0,1.0,12500,1579,652,927.0,
2.0,
200.0,1.0,12534,1577,663,914.0,
2.0,
200.0,1.0,12567,1575,679,896.0,
2.0,
200.0,1.0,12600,1572,701,871.0,
2.0,
200.0,1.0,12633,1569,727,842.0,
2.0,
200.0,1.0,12664,1566,756,810.0,
2.0,
200.0,1.0,12696,1563,787,776.0,
2.0,
200.0,1.0,12730,1559,821,738.0,
2.0,
200.0,1.0,12763,1555,853,702.0,
2.0,
200.0,1.0,12796,1551,887,664.0,
2.0,
200.0,1.0,12826,1547,917,630.0,
2.0,
200.0,1.0,12857,1543,947,596.0,
2.0,
200.0,1.0,12891,1538,982,556.0,
2.0,
200.0,1.0,12923,1534,1014,520.0,
2.0,
200.0,1.0,12955,1530,1046,484.0,
2.0,
200.0,1.0,12987,1525,1078,447.0,
2.0,
200.0,1.0,13019,1521,1110,411.0,
2.0,
200.0,1.0,13050,1517,1140,377.0,
2.0,
200.0,1.0,13083,1512,1174,338.0,
2.0,
200.0,1.0,13116,1508,1207,301.0,
2.0,
200.0,1.0,13150,1505,1240,265.0,
2.0,
200.0,1.0,13183,1501,1274,227.0,
2.0,
200.0,1.0,13216,1498,1306,192.0,
2.0,
200.0,1.0,13250,1494,1336,158.0,
2.0,
200.0,1.0,13283,1491,1367,124.0,
2.0,
200.0,1.0,13317,1488,1396,92.0,
2.0,
200.0,1.0,13350,1486,1422,64.0,
2.0,
200.0,1.0,13383,1483,1445,38.0,
2.0,
200.0,1.0,13417,1481,1465,16.0,
2.0,
200.0,1.0,13448,1479,1479,0.0,
2.0,
200.0,1.0,13479,1477,1489,12.0,
2.0,
200.0,1.0,13512,1475,1496,21.0,
2.0,
200.0,1.0,13546,1473,1500,27.0,
2.0,
200.0,1.0,13576,1470,1501,31.0,
2.0,
200.0,1.0,13606,1468,1499,31.0,
2.0,
200.0,1.0,13637,1468,1499,31.0,
2.0,
200.0,1.0,13667,1466,1495,29.0,
2.0,
200.0,1.0,13700,1464,1491,27.0,
2.0,
200.0,1.0,13733,1462,1487,25.0,
2.0,
200.0,1.0,13767,1459,1484,25.0,
2.0,
200.0,1.0,13800,1456,1481,25.0,
2.0,
200.0,1.0,13833,1453,1479,26.0,
2.0,
200.0,1.0,13866,1447,1475,28.0,
2.0,
200.0,1.0,13900,1444,1473,29.0,
2.0,
200.0,1.0,13933,1440,1471,31.0,
2.0,
200.0,1.0,13966,1437,1469,32.0,
2.0,
200.0,1.0,14000,1433,1467,34.0,
2.0,
200.0,1.0,14033,1429,1465,36.0,
2.0,
200.0,1.0,14066,1425,1463,38.0,
2.0,
200.0,1.0,14100,1421,1461,40.0,
2.0,
200.0,1.0,14131,1417,1459,42.0,
2.0,
200.0,1.0,14162,1413,1456,43.0,
2.0,
200.0,1.0,14194,1409,1452,43.0,
2.0,
200.0,1.0,14227,1405,1448,43.0,
2.0,
200.0,1.0,14257,1402,1443,41.0,
2.0,
200.0,1.0,14292,1398,1437,39.0,
2.0,
200.0,1.0,14326,1395,1431,36.0,
2.0,
200.0,1.0,14362,1392,1425,33.0,
2.0,
200.0,1.0,14395,1389,1419,30.0,
2.0,
200.0,1.0,14427,1386,1414,28.0,
2.0,
200.0,1.0,14457,1384,1409,25.0,
2.0,
200.0,1.0,14491,1381,1404,23.0,
2.0,
200.0,1.0,14523,1379,1399,20.0,
2.0,
200.0,1.0,14558,1378,1393,15.0,
2.0,
200.0,1.0,14593,1376,1387,11.0,
2.0,
200.0,1.0,14627,1375,1381,6.0,
2.0,
200.0,1.0,14657,1373,1376,3.0,
2.0,
200.0,1.0,14691,1372,1370,2.0,
2.0,
200.0,1.0,14723,1371,1365,6.0,
2.0,
200.0,1.0,14755,1370,1361,9.0,
2.0,
200.0,1.0,14787,1369,1357,12.0,
2.0,
200.0,1.0,14817,1369,1353,16.0,
2.0,
200.0,1.0,14849,1368,1350,18.0,
2.0,
200.0,1.0,14880,1367,1351,16.0,
2.0,
200.0,1.0,14912,1367,1354,13.0,
2.0,
200.0,1.0,14946,1366,1357,9.0,
2.0,
200.0,1.0,14979,1365,1359,6.0,
2.0,
200.0,1.0,15011,1365,1361,4.0,
2.0,
200.0,1.0,15042,1364,1364,0.0,
2.0,
200.0,1.0,15077,1363,1368,5.0,
2.0,
200.0,1.0,15107,1363,1371,8.0,
2.0,
200.0,1.0,15139,1362,1373,11.0,
2.0,
200.0,1.0,15171,1361,1375,14.0,
2.0,
200.0,1.0,15203,1361,1376,15.0,
2.0,
200.0,1.0,15236,1360,1377,17.0,
2.0,
200.0,1.0,15267,1360,1378,18.0,
2.0,
200.0,1.0,15299,1359,1378,19.0,
2.0,
200.0,1.0,15333,1359,1377,18.0,
2.0,
200.0,1.0,15366,1359,1374,15.0,
2.0,
200.0,1.0,15399,1359,1370,11.0,
2.0,
200.0,1.0,15432,1359,1365,6.0,
2.0,
200.0,1.0,15466,1359,1360,1.0,
2.0,
200.0,1.0,15500,1360,1359,1.0,
2.0,
200.0,1.0,15532,1360,1360,0.0,
2.0,
200.0,1.0,15565,1361,1361,0.0,
2.0,
200.0,1.0,15599,1362,1362,0.0,
2.0,
200.0,1.0,15632,1363,1363,0.0,
2.0,
200.0,1.0,15665,1364,1364,0.0,
2.0,
200.0,1.0,15699,1365,1365,0.0,
2.0,
200.0,1.0,15731,1366,1366,0.0,
2.0,
200.0,1.0,15761,1367,1367,0.0,
2.0,
200.0,1.0,15794,1368,1368,0.0,
2.0,
200.0,1.0,15827,1369,1369,0.0,
2.0,
200.0,1.0,15859,1370,1370,0.0,
2.0,
200.0,1.0,15889,1370,1371,1.0,
2.0,
200.0,1.0,15923,1371,1372,1.0,
2.0,
200.0,1.0,15955,1371,1373,2.0,
2.0,
200.0,1.0,15987,1371,1374,3.0,
2.0,
200.0,1.0,16019,1371,1375,4.0,
2.0,
200.0,1.0,16050,1371,1376,5.0,
2.0,
350.0,1.0,16084,1371,1376,5.0,
2.0,
350.0,1.0,16115,410,410,0.0,
2.0,
350.0,1.0,16147,409,411,2.0,
2.0,
350.0,1.0,16178,408,412,4.0,
2.0,
350.0,1.0,16211,407,413,6.0,
2.0,
350.0,1.0,16243,405,414,9.0,
2.0,
350.0,1.0,16277,403,414,11.0,
2.0,
350.0,1.0,16307,401,413,12.0,
2.0,
350.0,1.0,16339,398,411,13.0,
2.0,
350.0,1.0,16373,396,409,13.0,
2.0,
350.0,1.0,16408,393,408,15.0,
2.0,
350.0,1.0,16443,390,407,17.0,
2.0,
350.0,1.0,16475,388,404,16.0,
2.0,
350.0,1.0,16510,385,399,14.0,
2.0,
350.0,1.0,16545,382,393,11.0,
2.0,
350.0,1.0,16577,380,387,7.0,
2.0,
350.0,1.0,16611,377,381,4.0,
2.0,
350.0,1.0,16642,375,377,2.0,
2.0,
350.0,1.0,16675,373,378,5.0,
2.0,
350.0,1.0,16706,371,380,9.0,
2.0,
350.0,1.0,16737,369,383,14.0,
2.0,
350.0,1.0,16771,368,385,17.0,
2.0,
350.0,1.0,16803,366,386,20.0,
2.0,
350.0,1.0,16836,366,387,21.0,
2.0,
350.0,1.0,16867,365,388,23.0,
2.0,
350.0,1.0,16901,365,389,24.0,
2.0,
350.0,1.0,16931,365,390,25.0,
2.0,
350.0,1.0,16965,365,391,26.0,
2.0,
350.0,1.0,16998,365,391,26.0,
2.0,
350.0,1.0,17031,365,390,25.0,
2.0,
350.0,1.0,17065,366,388,22.0,
2.0,
350.0,1.0,17098,367,386,19.0,
2.0,
350.0,1.0,17131,368,384,16.0,
2.0,
350.0,1.0,17165,368,382,14.0,
2.0,
350.0,1.0,17195,369,380,11.0,
2.0,
350.0,1.0,17227,370,378,8.0,
2.0,
350.0,1.0,17259,371,376,5.0,
2.0,
350.0,1.0,17289,372,374,2.0,
2.0,
350.0,1.0,17320,372,373,1.0,
2.0,
350.0,1.0,17355,373,373,0.0,
2.0,
350.0,1.0,17387,374,374,0.0,
2.0,
350.0,1.0,17418,374,375,1.0,
2.0,
350.0,1.0,17448,374,376,2.0,
2.0,
350.0,1.0,17481,375,377,2.0,
2.0,
350.0,1.0,17515,375,378,3.0,
2.0,
350.0,1.0,17548,375,379,4.0,
2.0,
350.0,1.0,17581,375,380,5.0,
2.0,
350.0,1.0,17615,375,381,6.0,
2.0,
350.0,1.0,17648,375,382,7.0,
2.0,
350.0,1.0,17682,375,383,8.0,
2.0,
350.0,1.0,17717,375,384,9.0,
2.0,
350.0,1.0,17748,376,385,9.0,
2.0,
350.0,1.0,17781,376,386,10.0,
2.0,
350.0,1.0,17814,376,386,10.0,
2.0,
350.0,1.0,17848,377,386,9.0,
2.0,
350.0,1.0,17881,377,386,9.0,
2.0,
350.0,1.0,17914,378,386,8.0,
2.0,
350.0,1.0,17947,379,386,7.0,
2.0,
350.0,1.0,17977,380,385,5.0,
2.0,
350.0,1.0,18010,381,384,3.0,
2.0,
350.0,1.0,18043,383,383,0.0,
2.0,
