Spatial Frequency(Hz),Modulation(0-1),System time(milliseconds),Target Position(pixels),Cursor Position(pixels),Error(pixels),x-axis gain
60.0,0.0,1435093404103,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404113,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404121,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404128,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404136,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404145,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404153,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404161,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404170,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404179,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404186,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404194,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404202,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404208,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404217,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404225,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404235,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404242,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404250,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404256,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404264,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404271,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404279,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404288,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404297,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404305,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404313,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404319,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404328,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404335,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404347,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404354,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404363,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404372,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404380,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404387,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404395,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404402,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404410,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404419,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404427,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404436,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404444,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404452,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404460,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404468,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404479,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404488,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404496,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404504,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404512,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404520,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404526,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404535,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404542,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404551,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404559,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404567,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404575,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404583,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404589,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404596,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404603,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404615,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404621,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404628,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404636,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404644,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404651,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404660,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404668,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404676,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404685,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404693,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404702,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404709,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404717,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404725,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404734,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404740,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404748,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404756,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404764,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404772,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404781,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404789,960.0,160.0,800.0,2.0,
60.0,0.0,1435093404798,961.0,160.0,801.0,2.0,
60.0,0.0,1435093404806,961.0,160.0,801.0,2.0,
60.0,0.0,1435093404813,961.0,160.0,801.0,2.0,
60.0,0.0,1435093404821,961.0,160.0,801.0,2.0,
16.0,1.0,1435093404829,961.0,160.0,801.0,2.0,
16.0,1.0,1435093404839,961.0,160.0,801.0,2.0,
16.0,1.0,1435093404850,961.0,160.0,801.0,2.0,
16.0,1.0,1435093404857,961.0,160.0,801.0,2.0,
16.0,1.0,1435093404868,322.0,160.0,162.0,2.0,
16.0,1.0,1435093404877,322.0,160.0,162.0,2.0,
16.0,1.0,1435093404885,322.0,160.0,162.0,2.0,
16.0,1.0,1435093404894,323.0,160.0,163.0,2.0,
16.0,1.0,1435093404903,323.0,160.0,163.0,2.0,
16.0,1.0,1435093404915,323.0,160.0,163.0,2.0,
16.0,1.0,1435093404924,323.0,160.0,163.0,2.0,
16.0,1.0,1435093404934,323.0,160.0,163.0,2.0,
16.0,1.0,1435093404943,323.0,160.0,163.0,2.0,
16.0,1.0,1435093404955,323.0,160.0,163.0,2.0,
16.0,1.0,1435093404975,324.0,160.0,164.0,2.0,
16.0,1.0,1435093404987,324.0,160.0,164.0,2.0,
16.0,1.0,1435093404997,324.0,160.0,164.0,2.0,
16.0,1.0,1435093405006,324.0,160.0,164.0,2.0,
16.0,1.0,1435093405015,324.0,160.0,164.0,2.0,
16.0,1.0,1435093405026,325.0,160.0,165.0,2.0,
16.0,1.0,1435093405043,325.0,160.0,165.0,2.0,
16.0,1.0,1435093405053,325.0,160.0,165.0,2.0,
16.0,1.0,1435093405062,325.0,160.0,165.0,2.0,
16.0,1.0,1435093405074,325.0,160.0,165.0,2.0,
16.0,1.0,1435093405083,325.0,160.0,165.0,2.0,
16.0,1.0,1435093405092,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405103,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405111,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405120,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405129,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405140,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405148,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405160,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405168,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405175,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405185,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405194,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405209,327.0,160.0,167.0,2.0,
16.0,1.0,1435093405224,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405233,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405242,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405259,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405267,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405275,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405289,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405309,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405321,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405339,332.0,160.0,172.0,2.0,
16.0,1.0,1435093405349,332.0,160.0,172.0,2.0,
16.0,1.0,1435093405359,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405372,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405381,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405392,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405408,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405417,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405425,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405440,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405453,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405462,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405476,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405486,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405506,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405516,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405525,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405533,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405542,335.0,160.0,175.0,2.0,
16.0,1.0,1435093405555,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405564,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405574,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405583,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405592,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405602,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405609,334.0,160.0,174.0,2.0,
16.0,1.0,1435093405618,332.0,160.0,172.0,2.0,
16.0,1.0,1435093405627,332.0,160.0,172.0,2.0,
16.0,1.0,1435093405638,332.0,160.0,172.0,2.0,
16.0,1.0,1435093405647,332.0,160.0,172.0,2.0,
16.0,1.0,1435093405655,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405673,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405682,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405690,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405697,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405705,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405714,329.0,160.0,169.0,2.0,
16.0,1.0,1435093405723,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405733,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405740,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405748,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405757,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405766,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405777,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405789,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405798,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405806,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405815,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405823,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405832,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405840,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405853,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405860,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405870,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405879,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405887,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405896,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405904,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405913,328.0,160.0,168.0,2.0,
16.0,1.0,1435093405922,330.0,160.0,170.0,2.0,
16.0,1.0,1435093405931,330.0,160.0,170.0,2.0,
16.0,1.0,1435093405938,330.0,160.0,170.0,2.0,
16.0,1.0,1435093405948,330.0,160.0,170.0,2.0,
16.0,1.0,1435093405956,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405966,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405975,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405984,331.0,160.0,171.0,2.0,
16.0,1.0,1435093405991,331.0,160.0,171.0,2.0,
16.0,1.0,1435093406000,331.0,160.0,171.0,2.0,
16.0,1.0,1435093406009,331.0,160.0,171.0,2.0,
16.0,1.0,1435093406016,331.0,160.0,171.0,2.0,
16.0,1.0,1435093406027,332.0,160.0,172.0,2.0,
16.0,1.0,1435093406035,332.0,160.0,172.0,2.0,
16.0,1.0,1435093406043,332.0,160.0,172.0,2.0,
16.0,1.0,1435093406051,332.0,160.0,172.0,2.0,
16.0,1.0,1435093406060,334.0,160.0,174.0,2.0,
16.0,1.0,1435093406068,334.0,160.0,174.0,2.0,
16.0,1.0,1435093406075,334.0,160.0,174.0,2.0,
16.0,1.0,1435093406083,334.0,160.0,174.0,2.0,
16.0,1.0,1435093406093,336.0,160.0,176.0,2.0,
16.0,1.0,1435093406102,336.0,160.0,176.0,2.0,
16.0,1.0,1435093406111,336.0,160.0,176.0,2.0,
16.0,1.0,1435093406118,336.0,160.0,176.0,2.0,
16.0,1.0,1435093406126,337.0,160.0,177.0,2.0,
16.0,1.0,1435093406133,337.0,160.0,177.0,2.0,
16.0,1.0,1435093406142,337.0,160.0,177.0,2.0,
16.0,1.0,1435093406151,337.0,160.0,177.0,2.0,
16.0,1.0,1435093406160,338.0,160.0,178.0,2.0,
16.0,1.0,1435093406167,338.0,160.0,178.0,2.0,
16.0,1.0,1435093406176,338.0,160.0,178.0,2.0,
16.0,1.0,1435093406183,338.0,160.0,178.0,2.0,
16.0,1.0,1435093406192,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406201,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406213,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406220,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406230,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406238,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406247,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406256,340.0,160.0,180.0,2.0,
16.0,1.0,1435093406265,342.0,160.0,182.0,2.0,
16.0,1.0,1435093406276,342.0,160.0,182.0,2.0,
16.0,1.0,1435093406284,342.0,160.0,182.0,2.0,
16.0,1.0,1435093406293,343.0,160.0,183.0,2.0,
16.0,1.0,1435093406301,343.0,160.0,183.0,2.0,
16.0,1.0,1435093406309,343.0,160.0,183.0,2.0,
16.0,1.0,1435093406317,343.0,160.0,183.0,2.0,
16.0,1.0,1435093406325,344.0,160.0,184.0,2.0,
16.0,1.0,1435093406333,344.0,160.0,184.0,2.0,
16.0,1.0,1435093406347,344.0,160.0,184.0,2.0,
16.0,1.0,1435093406357,345.0,160.0,185.0,2.0,
16.0,1.0,1435093406366,345.0,160.0,185.0,2.0,
16.0,1.0,1435093406375,345.0,160.0,185.0,2.0,
16.0,1.0,1435093406383,345.0,160.0,185.0,2.0,
16.0,1.0,1435093406390,346.0,160.0,186.0,2.0,
16.0,1.0,1435093406399,346.0,160.0,186.0,2.0,
16.0,1.0,1435093406407,346.0,160.0,186.0,2.0,
16.0,1.0,1435093406417,346.0,160.0,186.0,2.0,
16.0,1.0,1435093406427,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406435,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406444,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406452,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406461,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406470,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406479,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406486,348.0,160.0,188.0,2.0,
16.0,1.0,1435093406496,349.0,160.0,189.0,2.0,
16.0,1.0,1435093406510,349.0,160.0,189.0,2.0,
16.0,1.0,1435093406518,349.0,160.0,189.0,2.0,
16.0,1.0,1435093406527,349.0,160.0,189.0,2.0,
16.0,1.0,1435093406534,352.0,160.0,192.0,2.0,
16.0,1.0,1435093406543,352.0,160.0,192.0,2.0,
16.0,1.0,1435093406550,352.0,160.0,192.0,2.0,
16.0,1.0,1435093406560,354.0,160.0,194.0,2.0,
16.0,1.0,1435093406570,354.0,160.0,194.0,2.0,
16.0,1.0,1435093406581,354.0,160.0,194.0,2.0,
16.0,1.0,1435093406592,356.0,160.0,196.0,2.0,
16.0,1.0,1435093406601,356.0,160.0,196.0,2.0,
16.0,1.0,1435093406609,356.0,160.0,196.0,2.0,
16.0,1.0,1435093406625,359.0,160.0,199.0,2.0,
16.0,1.0,1435093406640,359.0,160.0,199.0,2.0,
16.0,1.0,1435093406650,359.0,160.0,199.0,2.0,
16.0,1.0,1435093406657,362.0,160.0,202.0,2.0,
16.0,1.0,1435093406667,362.0,160.0,202.0,2.0,
16.0,1.0,1435093406676,362.0,160.0,202.0,2.0,
16.0,1.0,1435093406685,362.0,160.0,202.0,2.0,
16.0,1.0,1435093406696,365.0,160.0,205.0,2.0,
16.0,1.0,1435093406706,365.0,160.0,205.0,2.0,
16.0,1.0,1435093406722,366.0,160.0,206.0,2.0,
16.0,1.0,1435093406741,366.0,160.0,206.0,2.0,
16.0,1.0,1435093406750,366.0,160.0,206.0,2.0,
16.0,1.0,1435093406757,368.0,160.0,208.0,2.0,
16.0,1.0,1435093406772,368.0,160.0,208.0,2.0,
16.0,1.0,1435093406782,368.0,160.0,208.0,2.0,
16.0,1.0,1435093406793,369.0,160.0,209.0,2.0,
16.0,1.0,1435093406806,369.0,160.0,209.0,2.0,
16.0,1.0,1435093406816,369.0,160.0,209.0,2.0,
16.0,1.0,1435093406825,372.0,160.0,212.0,2.0,
16.0,1.0,1435093406839,372.0,160.0,212.0,2.0,
16.0,1.0,1435093406856,374.0,160.0,214.0,2.0,
16.0,1.0,1435093406868,374.0,160.0,214.0,2.0,
16.0,1.0,1435093406879,374.0,160.0,214.0,2.0,
16.0,1.0,1435093406889,377.0,160.0,217.0,2.0,
16.0,1.0,1435093406901,377.0,160.0,217.0,2.0,
16.0,1.0,1435093406910,377.0,160.0,217.0,2.0,
16.0,1.0,1435093406918,377.0,160.0,217.0,2.0,
16.0,1.0,1435093406927,380.0,160.0,220.0,2.0,
16.0,1.0,1435093406939,380.0,160.0,220.0,2.0,
16.0,1.0,1435093406950,380.0,160.0,220.0,2.0,
16.0,1.0,1435093406959,383.0,160.0,223.0,2.0,
16.0,1.0,1435093406968,383.0,160.0,223.0,2.0,
16.0,1.0,1435093406976,383.0,160.0,223.0,2.0,
16.0,1.0,1435093406989,386.0,160.0,226.0,2.0,
16.0,1.0,1435093406999,386.0,160.0,226.0,2.0,
16.0,1.0,1435093407010,386.0,160.0,226.0,2.0,
16.0,1.0,1435093407021,389.0,160.0,229.0,2.0,
16.0,1.0,1435093407034,389.0,160.0,229.0,2.0,
16.0,1.0,1435093407043,389.0,160.0,229.0,2.0,
16.0,1.0,1435093407055,392.0,160.0,232.0,2.0,
16.0,1.0,1435093407064,392.0,160.0,232.0,2.0,
16.0,1.0,1435093407076,392.0,160.0,232.0,2.0,
16.0,1.0,1435093407086,392.0,160.0,232.0,2.0,
16.0,1.0,1435093407096,392.0,160.0,232.0,2.0,
16.0,1.0,1435093407105,392.0,160.0,232.0,2.0,
16.0,1.0,1435093407114,395.0,160.0,235.0,2.0,
16.0,1.0,1435093407122,395.0,160.0,235.0,2.0,
16.0,1.0,1435093407151,395.0,160.0,235.0,2.0,
16.0,1.0,1435093407160,395.0,160.0,235.0,2.0,
16.0,1.0,1435093407173,395.0,160.0,235.0,2.0,
16.0,1.0,1435093407184,398.0,160.0,238.0,2.0,
16.0,1.0,1435093407196,398.0,160.0,238.0,2.0,
16.0,1.0,1435093407217,398.0,160.0,238.0,2.0,
16.0,1.0,1435093407227,398.0,160.0,238.0,2.0,
16.0,1.0,1435093407236,398.0,160.0,238.0,2.0,
16.0,1.0,1435093407246,398.0,160.0,238.0,2.0,
16.0,1.0,1435093407256,400.0,160.0,240.0,2.0,
16.0,1.0,1435093407271,400.0,160.0,240.0,2.0,
16.0,1.0,1435093407286,402.0,160.0,242.0,2.0,
16.0,1.0,1435093407295,402.0,160.0,242.0,2.0,
16.0,1.0,1435093407304,402.0,160.0,242.0,2.0,
16.0,1.0,1435093407313,405.0,160.0,245.0,2.0,
16.0,1.0,1435093407321,405.0,160.0,245.0,2.0,
16.0,1.0,1435093407336,405.0,160.0,245.0,2.0,
16.0,1.0,1435093407345,406.0,160.0,246.0,2.0,
16.0,1.0,1435093407354,406.0,160.0,246.0,2.0,
16.0,1.0,1435093407371,406.0,160.0,246.0,2.0,
16.0,1.0,1435093407380,407.0,160.0,247.0,2.0,
16.0,1.0,1435093407387,407.0,160.0,247.0,2.0,
16.0,1.0,1435093407397,407.0,160.0,247.0,2.0,
16.0,1.0,1435093407406,407.0,160.0,247.0,2.0,
16.0,1.0,1435093407421,407.0,160.0,247.0,2.0,
16.0,1.0,1435093407435,407.0,160.0,247.0,2.0,
16.0,1.0,1435093407445,408.0,160.0,248.0,2.0,
16.0,1.0,1435093407454,408.0,160.0,248.0,2.0,
16.0,1.0,1435093407463,408.0,160.0,248.0,2.0,
16.0,1.0,1435093407472,408.0,160.0,248.0,2.0,
16.0,1.0,1435093407484,408.0,160.0,248.0,2.0,
16.0,1.0,1435093407494,408.0,160.0,248.0,2.0,
16.0,1.0,1435093407506,408.0,160.0,248.0,2.0,
16.0,1.0,1435093407521,409.0,160.0,249.0,2.0,
16.0,1.0,1435093407534,409.0,160.0,249.0,2.0,
16.0,1.0,1435093407543,409.0,160.0,249.0,2.0,
16.0,1.0,1435093407554,409.0,160.0,249.0,2.0,
16.0,1.0,1435093407566,409.0,160.0,249.0,2.0,
16.0,1.0,1435093407576,409.0,160.0,249.0,2.0,
16.0,1.0,1435093407586,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407595,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407605,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407614,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407623,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407635,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407645,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407655,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407671,410.0,160.0,250.0,2.0,
16.0,1.0,1435093407684,411.0,160.0,251.0,2.0,
16.0,1.0,1435093407704,411.0,160.0,251.0,2.0,
16.0,1.0,1435093407715,411.0,160.0,251.0,2.0,
16.0,1.0,1435093407729,411.0,160.0,251.0,2.0,
16.0,1.0,1435093407738,413.0,160.0,253.0,2.0,
16.0,1.0,1435093407748,413.0,160.0,253.0,2.0,
16.0,1.0,1435093407757,413.0,160.0,253.0,2.0,
16.0,1.0,1435093407766,413.0,160.0,253.0,2.0,
16.0,1.0,1435093407775,413.0,160.0,253.0,2.0,
16.0,1.0,1435093407786,413.0,160.0,253.0,2.0,
16.0,1.0,1435093407800,413.0,160.0,253.0,2.0,
16.0,1.0,1435093407815,416.0,160.0,256.0,2.0,
16.0,1.0,1435093407823,416.0,160.0,256.0,2.0,
16.0,1.0,1435093407831,416.0,160.0,256.0,2.0,
16.0,1.0,1435093407839,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407848,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407856,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407869,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407885,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407900,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407911,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407921,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407929,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407939,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407952,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407964,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407973,417.0,160.0,257.0,2.0,
16.0,1.0,1435093407985,417.0,160.0,257.0,2.0,
16.0,1.0,1435093408002,415.0,160.0,255.0,2.0,
16.0,1.0,1435093408011,415.0,160.0,255.0,2.0,
16.0,1.0,1435093408022,415.0,160.0,255.0,2.0,
16.0,1.0,1435093408030,415.0,160.0,255.0,2.0,
16.0,1.0,1435093408038,412.0,160.0,252.0,2.0,
16.0,1.0,1435093408049,412.0,160.0,252.0,2.0,
16.0,1.0,1435093408057,412.0,160.0,252.0,2.0,
16.0,1.0,1435093408065,412.0,160.0,252.0,2.0,
16.0,1.0,1435093408073,409.0,160.0,249.0,2.0,
16.0,1.0,1435093408086,409.0,160.0,249.0,2.0,
16.0,1.0,1435093408095,409.0,160.0,249.0,2.0,
16.0,1.0,1435093408103,406.0,160.0,246.0,2.0,
16.0,1.0,1435093408119,406.0,160.0,246.0,2.0,
16.0,1.0,1435093408138,403.0,160.0,243.0,2.0,
16.0,1.0,1435093408149,403.0,160.0,243.0,2.0,
16.0,1.0,1435093408165,400.0,160.0,240.0,2.0,
16.0,1.0,1435093408174,400.0,160.0,240.0,2.0,
16.0,1.0,1435093408187,400.0,160.0,240.0,2.0,
16.0,1.0,1435093408196,400.0,160.0,240.0,2.0,
16.0,1.0,1435093408207,398.0,160.0,238.0,2.0,
16.0,1.0,1435093408214,398.0,160.0,238.0,2.0,
16.0,1.0,1435093408222,398.0,160.0,238.0,2.0,
16.0,1.0,1435093408231,398.0,160.0,238.0,2.0,
16.0,1.0,1435093408239,397.0,160.0,237.0,2.0,
16.0,1.0,1435093408248,397.0,160.0,237.0,2.0,
16.0,1.0,1435093408255,397.0,160.0,237.0,2.0,
16.0,1.0,1435093408263,397.0,160.0,237.0,2.0,
16.0,1.0,1435093408271,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408279,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408288,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408296,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408305,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408314,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408322,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408329,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408336,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408349,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408359,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408367,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408376,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408387,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408396,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408404,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408412,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408421,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408430,395.0,160.0,235.0,2.0,
16.0,1.0,1435093408440,396.0,160.0,236.0,2.0,
16.0,1.0,1435093408448,396.0,160.0,236.0,2.0,
16.0,1.0,1435093408457,396.0,160.0,236.0,2.0,
16.0,1.0,1435093408464,396.0,160.0,236.0,2.0,
16.0,1.0,1435093408474,397.0,160.0,237.0,2.0,
