Spatial Frequency(Hz),Modulation(0-1),System time(milliseconds),Target Position(pixels),Cursor Position(pixels),Error(pixels),x-axis gain
24.0,0.0,1435093394480,709.0,160.0,549.0,2.0,
24.0,0.0,1435093394488,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394496,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394504,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394513,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394522,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394530,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394538,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394546,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394554,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394568,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394583,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394599,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394612,708.0,160.0,548.0,2.0,
24.0,0.0,1435093394620,709.0,160.0,549.0,2.0,
24.0,0.0,1435093394628,709.0,160.0,549.0,2.0,
24.0,0.0,1435093394635,709.0,160.0,549.0,2.0,
24.0,0.0,1435093394643,709.0,160.0,549.0,2.0,
24.0,0.0,1435093394652,712.0,160.0,552.0,2.0,
24.0,0.0,1435093394661,712.0,160.0,552.0,2.0,
24.0,0.0,1435093394667,712.0,160.0,552.0,2.0,
24.0,0.0,1435093394675,712.0,160.0,552.0,2.0,
24.0,0.0,1435093394682,712.0,160.0,552.0,2.0,
24.0,0.0,1435093394691,715.0,160.0,555.0,2.0,
24.0,0.0,1435093394698,715.0,160.0,555.0,2.0,
24.0,0.0,1435093394707,715.0,160.0,555.0,2.0,
24.0,0.0,1435093394714,715.0,160.0,555.0,2.0,
24.0,0.0,1435093394724,718.0,160.0,558.0,2.0,
24.0,0.0,1435093394731,718.0,160.0,558.0,2.0,
24.0,0.0,1435093394739,718.0,160.0,558.0,2.0,
24.0,0.0,1435093394746,718.0,160.0,558.0,2.0,
24.0,0.0,1435093394754,721.0,160.0,561.0,2.0,
24.0,0.0,1435093394763,721.0,160.0,561.0,2.0,
24.0,0.0,1435093394771,721.0,160.0,561.0,2.0,
24.0,0.0,1435093394780,721.0,160.0,561.0,2.0,
24.0,0.0,1435093394789,724.0,160.0,564.0,2.0,
24.0,0.0,1435093394798,724.0,160.0,564.0,2.0,
24.0,0.0,1435093394805,724.0,160.0,564.0,2.0,
24.0,0.0,1435093394813,724.0,160.0,564.0,2.0,
24.0,0.0,1435093394822,728.0,160.0,568.0,2.0,
24.0,0.0,1435093394834,728.0,160.0,568.0,2.0,
24.0,0.0,1435093394844,728.0,160.0,568.0,2.0,
24.0,0.0,1435093394853,731.0,160.0,571.0,2.0,
24.0,0.0,1435093394861,731.0,160.0,571.0,2.0,
24.0,0.0,1435093394869,731.0,160.0,571.0,2.0,
24.0,0.0,1435093394877,731.0,160.0,571.0,2.0,
24.0,0.0,1435093394886,734.0,160.0,574.0,2.0,
24.0,0.0,1435093394893,734.0,160.0,574.0,2.0,
24.0,0.0,1435093394900,734.0,160.0,574.0,2.0,
24.0,0.0,1435093394909,734.0,160.0,574.0,2.0,
24.0,0.0,1435093394917,736.0,160.0,576.0,2.0,
24.0,0.0,1435093394926,736.0,160.0,576.0,2.0,
24.0,0.0,1435093394937,736.0,160.0,576.0,2.0,
24.0,0.0,1435093394945,736.0,160.0,576.0,2.0,
24.0,0.0,1435093394955,739.0,160.0,579.0,2.0,
24.0,0.0,1435093394963,739.0,160.0,579.0,2.0,
24.0,0.0,1435093394972,739.0,160.0,579.0,2.0,
24.0,0.0,1435093394979,739.0,160.0,579.0,2.0,
24.0,0.0,1435093394988,742.0,160.0,582.0,2.0,
24.0,0.0,1435093394996,742.0,160.0,582.0,2.0,
24.0,0.0,1435093395005,742.0,160.0,582.0,2.0,
24.0,0.0,1435093395012,742.0,160.0,582.0,2.0,
24.0,0.0,1435093395022,743.0,160.0,583.0,2.0,
24.0,0.0,1435093395036,743.0,160.0,583.0,2.0,
24.0,0.0,1435093395043,743.0,160.0,583.0,2.0,
24.0,0.0,1435093395054,744.0,160.0,584.0,2.0,
24.0,0.0,1435093395075,744.0,160.0,584.0,2.0,
24.0,0.0,1435093395084,744.0,160.0,584.0,2.0,
24.0,0.0,1435093395092,745.0,160.0,585.0,2.0,
24.0,0.0,1435093395102,745.0,160.0,585.0,2.0,
24.0,0.0,1435093395110,745.0,160.0,585.0,2.0,
24.0,0.0,1435093395119,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395130,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395139,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395147,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395157,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395163,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395172,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395178,746.0,160.0,586.0,2.0,
24.0,0.0,1435093395188,747.0,160.0,587.0,2.0,
24.0,0.0,1435093395197,747.0,160.0,587.0,2.0,
24.0,0.0,1435093395206,747.0,160.0,587.0,2.0,
24.0,0.0,1435093395216,747.0,160.0,587.0,2.0,
24.0,0.0,1435093395224,748.0,160.0,588.0,2.0,
24.0,0.0,1435093395233,748.0,160.0,588.0,2.0,
24.0,0.0,1435093395241,748.0,160.0,588.0,2.0,
24.0,0.0,1435093395251,748.0,160.0,588.0,2.0,
24.0,0.0,1435093395261,748.0,160.0,588.0,2.0,
24.0,0.0,1435093395269,748.0,160.0,588.0,2.0,
24.0,0.0,1435093395281,748.0,160.0,588.0,2.0,
24.0,0.0,1435093395290,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395298,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395307,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395315,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395333,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395342,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395352,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395367,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395383,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395392,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395400,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395408,750.0,160.0,590.0,2.0,
24.0,0.0,1435093395416,751.0,160.0,591.0,2.0,
24.0,0.0,1435093395433,751.0,160.0,591.0,2.0,
24.0,0.0,1435093395440,751.0,160.0,591.0,2.0,
24.0,0.0,1435093395452,752.0,160.0,592.0,2.0,
24.0,0.0,1435093395465,752.0,160.0,592.0,2.0,
24.0,0.0,1435093395477,752.0,160.0,592.0,2.0,
24.0,0.0,1435093395485,753.0,160.0,593.0,2.0,
24.0,0.0,1435093395499,753.0,160.0,593.0,2.0,
24.0,0.0,1435093395516,754.0,160.0,594.0,2.0,
24.0,0.0,1435093395527,754.0,160.0,594.0,2.0,
24.0,0.0,1435093395536,754.0,160.0,594.0,2.0,
24.0,0.0,1435093395549,755.0,160.0,595.0,2.0,
24.0,0.0,1435093395564,755.0,160.0,595.0,2.0,
24.0,0.0,1435093395579,755.0,160.0,595.0,2.0,
24.0,0.0,1435093395587,755.0,160.0,595.0,2.0,
24.0,0.0,1435093395601,755.0,160.0,595.0,2.0,
24.0,0.0,1435093395613,755.0,160.0,595.0,2.0,
24.0,0.0,1435093395622,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395633,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395640,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395647,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395656,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395663,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395672,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395681,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395697,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395705,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395716,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395724,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395732,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395741,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395750,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395761,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395769,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395777,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395784,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395792,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395801,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395810,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395817,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395824,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395833,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395841,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395849,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395858,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395866,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395875,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395884,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395892,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395900,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395907,756.0,160.0,596.0,2.0,
24.0,0.0,1435093395914,754.0,160.0,594.0,2.0,
24.0,0.0,1435093395923,754.0,160.0,594.0,2.0,
24.0,0.0,1435093395931,754.0,160.0,594.0,2.0,
24.0,0.0,1435093395940,754.0,160.0,594.0,2.0,
24.0,0.0,1435093395949,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395957,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395965,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395973,749.0,160.0,589.0,2.0,
24.0,0.0,1435093395985,742.0,160.0,582.0,2.0,
24.0,0.0,1435093395996,742.0,160.0,582.0,2.0,
24.0,0.0,1435093396006,742.0,160.0,582.0,2.0,
24.0,0.0,1435093396012,742.0,160.0,582.0,2.0,
24.0,0.0,1435093396022,736.0,160.0,576.0,2.0,
24.0,0.0,1435093396031,736.0,160.0,576.0,2.0,
24.0,0.0,1435093396040,736.0,160.0,576.0,2.0,
24.0,0.0,1435093396048,733.0,160.0,573.0,2.0,
24.0,0.0,1435093396058,733.0,160.0,573.0,2.0,
24.0,0.0,1435093396068,733.0,160.0,573.0,2.0,
24.0,0.0,1435093396076,730.0,160.0,570.0,2.0,
24.0,0.0,1435093396085,730.0,160.0,570.0,2.0,
24.0,0.0,1435093396093,730.0,160.0,570.0,2.0,
24.0,0.0,1435093396101,730.0,160.0,570.0,2.0,
24.0,0.0,1435093396109,728.0,160.0,568.0,2.0,
24.0,0.0,1435093396117,728.0,160.0,568.0,2.0,
24.0,0.0,1435093396124,728.0,160.0,568.0,2.0,
24.0,0.0,1435093396133,728.0,160.0,568.0,2.0,
24.0,0.0,1435093396141,728.0,160.0,568.0,2.0,
24.0,0.0,1435093396150,726.0,160.0,566.0,2.0,
24.0,0.0,1435093396158,726.0,160.0,566.0,2.0,
24.0,0.0,1435093396166,726.0,160.0,566.0,2.0,
24.0,0.0,1435093396173,726.0,160.0,566.0,2.0,
24.0,0.0,1435093396182,725.0,160.0,565.0,2.0,
24.0,0.0,1435093396191,725.0,160.0,565.0,2.0,
24.0,0.0,1435093396199,725.0,160.0,565.0,2.0,
24.0,0.0,1435093396208,725.0,160.0,565.0,2.0,
24.0,0.0,1435093396217,723.0,160.0,563.0,2.0,
24.0,0.0,1435093396224,723.0,160.0,563.0,2.0,
24.0,0.0,1435093396239,723.0,160.0,563.0,2.0,
24.0,0.0,1435093396250,722.0,160.0,562.0,2.0,
24.0,0.0,1435093396256,722.0,160.0,562.0,2.0,
24.0,0.0,1435093396266,722.0,160.0,562.0,2.0,
24.0,0.0,1435093396273,722.0,160.0,562.0,2.0,
24.0,0.0,1435093396280,722.0,160.0,562.0,2.0,
24.0,0.0,1435093396289,721.0,160.0,561.0,2.0,
24.0,0.0,1435093396302,721.0,160.0,561.0,2.0,
24.0,0.0,1435093396310,721.0,160.0,561.0,2.0,
24.0,0.0,1435093396318,720.0,160.0,560.0,2.0,
24.0,0.0,1435093396326,720.0,160.0,560.0,2.0,
24.0,0.0,1435093396334,720.0,160.0,560.0,2.0,
24.0,0.0,1435093396341,720.0,160.0,560.0,2.0,
24.0,0.0,1435093396350,719.0,160.0,559.0,2.0,
24.0,0.0,1435093396359,719.0,160.0,559.0,2.0,
24.0,0.0,1435093396392,717.0,160.0,557.0,2.0,
24.0,0.0,1435093396415,717.0,160.0,557.0,2.0,
24.0,0.0,1435093396424,717.0,160.0,557.0,2.0,
24.0,0.0,1435093396442,717.0,160.0,557.0,2.0,
24.0,0.0,1435093396450,717.0,160.0,557.0,2.0,
24.0,0.0,1435093396461,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396469,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396480,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396489,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396497,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396505,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396515,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396530,715.0,160.0,555.0,2.0,
24.0,0.0,1435093396548,713.0,160.0,553.0,2.0,
24.0,0.0,1435093396562,713.0,160.0,553.0,2.0,
24.0,0.0,1435093396575,713.0,160.0,553.0,2.0,
24.0,0.0,1435093396584,711.0,160.0,551.0,2.0,
24.0,0.0,1435093396592,711.0,160.0,551.0,2.0,
24.0,0.0,1435093396599,711.0,160.0,551.0,2.0,
24.0,0.0,1435093396607,711.0,160.0,551.0,2.0,
24.0,0.0,1435093396616,710.0,160.0,550.0,2.0,
24.0,0.0,1435093396629,710.0,160.0,550.0,2.0,
24.0,0.0,1435093396643,710.0,160.0,550.0,2.0,
24.0,0.0,1435093396652,708.0,160.0,548.0,2.0,
24.0,0.0,1435093396658,708.0,160.0,548.0,2.0,
24.0,0.0,1435093396666,708.0,160.0,548.0,2.0,
24.0,0.0,1435093396679,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396688,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396697,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396705,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396714,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396727,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396736,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396742,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396749,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396763,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396774,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396781,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396790,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396798,707.0,160.0,547.0,2.0,
24.0,0.0,1435093396806,707.0,160.0,547.0,2.0,
60.0,0.0,1435093396813,707.0,160.0,547.0,2.0,
60.0,0.0,1435093396832,707.0,160.0,547.0,2.0,
60.0,0.0,1435093396844,67.0,160.0,93.0,2.0,
60.0,0.0,1435093396863,67.0,160.0,93.0,2.0,
60.0,0.0,1435093396871,67.0,160.0,93.0,2.0,
60.0,0.0,1435093396879,67.0,160.0,93.0,2.0,
60.0,0.0,1435093396896,67.0,160.0,93.0,2.0,
60.0,0.0,1435093396904,67.0,160.0,93.0,2.0,
60.0,0.0,1435093396912,68.0,160.0,92.0,2.0,
60.0,0.0,1435093396928,68.0,160.0,92.0,2.0,
60.0,0.0,1435093396935,68.0,160.0,92.0,2.0,
60.0,0.0,1435093396945,69.0,160.0,91.0,2.0,
60.0,0.0,1435093396953,69.0,160.0,91.0,2.0,
60.0,0.0,1435093396962,69.0,160.0,91.0,2.0,
60.0,0.0,1435093396979,72.0,160.0,88.0,2.0,
60.0,0.0,1435093396986,72.0,160.0,88.0,2.0,
60.0,0.0,1435093396996,72.0,160.0,88.0,2.0,
60.0,0.0,1435093397004,72.0,160.0,88.0,2.0,
60.0,0.0,1435093397013,76.0,160.0,84.0,2.0,
60.0,0.0,1435093397022,76.0,160.0,84.0,2.0,
60.0,0.0,1435093397030,76.0,160.0,84.0,2.0,
60.0,0.0,1435093397039,76.0,160.0,84.0,2.0,
60.0,0.0,1435093397045,79.0,160.0,81.0,2.0,
60.0,0.0,1435093397054,79.0,160.0,81.0,2.0,
60.0,0.0,1435093397062,79.0,160.0,81.0,2.0,
60.0,0.0,1435093397070,79.0,160.0,81.0,2.0,
60.0,0.0,1435093397078,82.0,160.0,78.0,2.0,
60.0,0.0,1435093397094,82.0,160.0,78.0,2.0,
60.0,0.0,1435093397102,82.0,160.0,78.0,2.0,
60.0,0.0,1435093397112,85.0,160.0,75.0,2.0,
60.0,0.0,1435093397120,85.0,160.0,75.0,2.0,
60.0,0.0,1435093397128,85.0,160.0,75.0,2.0,
60.0,0.0,1435093397139,85.0,160.0,75.0,2.0,
60.0,0.0,1435093397147,88.0,160.0,72.0,2.0,
60.0,0.0,1435093397162,88.0,160.0,72.0,2.0,
60.0,0.0,1435093397174,93.0,160.0,67.0,2.0,
60.0,0.0,1435093397182,93.0,160.0,67.0,2.0,
60.0,0.0,1435093397191,93.0,160.0,67.0,2.0,
60.0,0.0,1435093397199,93.0,160.0,67.0,2.0,
60.0,0.0,1435093397206,93.0,160.0,67.0,2.0,
60.0,0.0,1435093397214,93.0,160.0,67.0,2.0,
60.0,0.0,1435093397228,93.0,160.0,67.0,2.0,
60.0,0.0,1435093397236,97.0,160.0,63.0,2.0,
60.0,0.0,1435093397245,97.0,160.0,63.0,2.0,
60.0,0.0,1435093397255,97.0,160.0,63.0,2.0,
60.0,0.0,1435093397264,97.0,160.0,63.0,2.0,
60.0,0.0,1435093397278,101.0,160.0,59.0,2.0,
60.0,0.0,1435093397293,101.0,160.0,59.0,2.0,
60.0,0.0,1435093397304,105.0,160.0,55.0,2.0,
60.0,0.0,1435093397312,105.0,160.0,55.0,2.0,
60.0,0.0,1435093397320,105.0,160.0,55.0,2.0,
60.0,0.0,1435093397329,110.0,160.0,50.0,2.0,
60.0,0.0,1435093397337,110.0,160.0,50.0,2.0,
60.0,0.0,1435093397345,110.0,160.0,50.0,2.0,
60.0,0.0,1435093397361,114.0,160.0,46.0,2.0,
60.0,0.0,1435093397369,114.0,160.0,46.0,2.0,
60.0,0.0,1435093397379,114.0,160.0,46.0,2.0,
60.0,0.0,1435093397387,114.0,160.0,46.0,2.0,
60.0,0.0,1435093397394,120.0,160.0,40.0,2.0,
60.0,0.0,1435093397410,120.0,160.0,40.0,2.0,
60.0,0.0,1435093397419,120.0,160.0,40.0,2.0,
60.0,0.0,1435093397428,127.0,160.0,33.0,2.0,
60.0,0.0,1435093397441,127.0,160.0,33.0,2.0,
60.0,0.0,1435093397448,127.0,160.0,33.0,2.0,
60.0,0.0,1435093397461,134.0,160.0,26.0,2.0,
60.0,0.0,1435093397471,134.0,160.0,26.0,2.0,
60.0,0.0,1435093397478,134.0,160.0,26.0,2.0,
60.0,0.0,1435093397487,134.0,160.0,26.0,2.0,
60.0,0.0,1435093397495,141.0,160.0,19.0,2.0,
60.0,0.0,1435093397511,141.0,160.0,19.0,2.0,
60.0,0.0,1435093397528,147.0,160.0,13.0,2.0,
60.0,0.0,1435093397536,147.0,160.0,13.0,2.0,
60.0,0.0,1435093397544,147.0,160.0,13.0,2.0,
60.0,0.0,1435093397555,147.0,160.0,13.0,2.0,
60.0,0.0,1435093397563,154.0,160.0,6.0,2.0,
60.0,0.0,1435093397575,154.0,160.0,6.0,2.0,
60.0,0.0,1435093397582,154.0,160.0,6.0,2.0,
60.0,0.0,1435093397591,154.0,160.0,6.0,2.0,
60.0,0.0,1435093397599,161.0,160.0,1.0,2.0,
60.0,0.0,1435093397611,161.0,160.0,1.0,2.0,
60.0,0.0,1435093397619,161.0,160.0,1.0,2.0,
60.0,0.0,1435093397629,167.0,160.0,7.0,2.0,
60.0,0.0,1435093397637,167.0,160.0,7.0,2.0,
60.0,0.0,1435093397645,167.0,160.0,7.0,2.0,
60.0,0.0,1435093397653,167.0,160.0,7.0,2.0,
60.0,0.0,1435093397663,174.0,160.0,14.0,2.0,
60.0,0.0,1435093397670,174.0,160.0,14.0,2.0,
60.0,0.0,1435093397678,174.0,160.0,14.0,2.0,
60.0,0.0,1435093397685,174.0,160.0,14.0,2.0,
60.0,0.0,1435093397694,181.0,160.0,21.0,2.0,
60.0,0.0,1435093397702,181.0,160.0,21.0,2.0,
60.0,0.0,1435093397710,181.0,160.0,21.0,2.0,
60.0,0.0,1435093397718,181.0,160.0,21.0,2.0,
60.0,0.0,1435093397724,181.0,160.0,21.0,2.0,
60.0,0.0,1435093397733,186.0,160.0,26.0,2.0,
60.0,0.0,1435093397741,186.0,160.0,26.0,2.0,
60.0,0.0,1435093397749,186.0,160.0,26.0,2.0,
60.0,0.0,1435093397756,186.0,160.0,26.0,2.0,
60.0,0.0,1435093397763,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397771,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397779,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397787,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397794,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397803,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397811,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397819,191.0,160.0,31.0,2.0,
60.0,0.0,1435093397826,195.0,160.0,35.0,2.0,
60.0,0.0,1435093397834,195.0,160.0,35.0,2.0,
60.0,0.0,1435093397847,195.0,160.0,35.0,2.0,
60.0,0.0,1435093397860,199.0,160.0,39.0,2.0,
60.0,0.0,1435093397869,199.0,160.0,39.0,2.0,
60.0,0.0,1435093397879,199.0,160.0,39.0,2.0,
60.0,0.0,1435093397886,199.0,160.0,39.0,2.0,
60.0,0.0,1435093397894,204.0,160.0,44.0,2.0,
60.0,0.0,1435093397903,204.0,160.0,44.0,2.0,
60.0,0.0,1435093397910,204.0,160.0,44.0,2.0,
60.0,0.0,1435093397922,204.0,160.0,44.0,2.0,
60.0,0.0,1435093397930,209.0,160.0,49.0,2.0,
60.0,0.0,1435093397942,209.0,160.0,49.0,2.0,
60.0,0.0,1435093397950,209.0,160.0,49.0,2.0,
60.0,0.0,1435093397960,213.0,160.0,53.0,2.0,
60.0,0.0,1435093397970,213.0,160.0,53.0,2.0,
60.0,0.0,1435093397978,213.0,160.0,53.0,2.0,
60.0,0.0,1435093397986,213.0,160.0,53.0,2.0,
60.0,0.0,1435093397993,216.0,160.0,56.0,2.0,
60.0,0.0,1435093398001,216.0,160.0,56.0,2.0,
60.0,0.0,1435093398010,216.0,160.0,56.0,2.0,
60.0,0.0,1435093398019,216.0,160.0,56.0,2.0,
60.0,0.0,1435093398026,219.0,160.0,59.0,2.0,
60.0,0.0,1435093398034,219.0,160.0,59.0,2.0,
60.0,0.0,1435093398042,219.0,160.0,59.0,2.0,
60.0,0.0,1435093398050,219.0,160.0,59.0,2.0,
60.0,0.0,1435093398061,224.0,160.0,64.0,2.0,
60.0,0.0,1435093398068,224.0,160.0,64.0,2.0,
60.0,0.0,1435093398075,224.0,160.0,64.0,2.0,
60.0,0.0,1435093398091,228.0,160.0,68.0,2.0,
60.0,0.0,1435093398105,228.0,160.0,68.0,2.0,
60.0,0.0,1435093398113,228.0,160.0,68.0,2.0,
60.0,0.0,1435093398122,228.0,160.0,68.0,2.0,
60.0,0.0,1435093398129,231.0,160.0,71.0,2.0,
60.0,0.0,1435093398143,231.0,160.0,71.0,2.0,
60.0,0.0,1435093398159,234.0,160.0,74.0,2.0,
60.0,0.0,1435093398166,234.0,160.0,74.0,2.0,
60.0,0.0,1435093398176,234.0,160.0,74.0,2.0,
60.0,0.0,1435093398190,234.0,160.0,74.0,2.0,
60.0,0.0,1435093398206,237.0,160.0,77.0,2.0,
60.0,0.0,1435093398214,237.0,160.0,77.0,2.0,
60.0,0.0,1435093398222,237.0,160.0,77.0,2.0,
60.0,0.0,1435093398231,240.0,160.0,80.0,2.0,
60.0,0.0,1435093398237,240.0,160.0,80.0,2.0,
60.0,0.0,1435093398245,240.0,160.0,80.0,2.0,
60.0,0.0,1435093398257,240.0,160.0,80.0,2.0,
60.0,0.0,1435093398265,242.0,160.0,82.0,2.0,
60.0,0.0,1435093398276,242.0,160.0,82.0,2.0,
60.0,0.0,1435093398284,242.0,160.0,82.0,2.0,
60.0,0.0,1435093398292,244.0,160.0,84.0,2.0,
60.0,0.0,1435093398308,244.0,160.0,84.0,2.0,
60.0,0.0,1435093398317,244.0,160.0,84.0,2.0,
60.0,0.0,1435093398324,244.0,160.0,84.0,2.0,
60.0,0.0,1435093398340,246.0,160.0,86.0,2.0,
60.0,0.0,1435093398348,246.0,160.0,86.0,2.0,
60.0,0.0,1435093398355,246.0,160.0,86.0,2.0,
60.0,0.0,1435093398363,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398374,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398383,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398390,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398399,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398406,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398414,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398421,249.0,160.0,89.0,2.0,
60.0,0.0,1435093398430,250.0,160.0,90.0,2.0,
60.0,0.0,1435093398437,250.0,160.0,90.0,2.0,
60.0,0.0,1435093398446,250.0,160.0,90.0,2.0,
60.0,0.0,1435093398453,250.0,160.0,90.0,2.0,
60.0,0.0,1435093398461,250.0,160.0,90.0,2.0,
60.0,0.0,1435093398468,253.0,160.0,93.0,2.0,
60.0,0.0,1435093398476,253.0,160.0,93.0,2.0,
60.0,0.0,1435093398484,253.0,160.0,93.0,2.0,
60.0,0.0,1435093398492,253.0,160.0,93.0,2.0,
60.0,0.0,1435093398500,255.0,160.0,95.0,2.0,
60.0,0.0,1435093398509,255.0,160.0,95.0,2.0,
60.0,0.0,1435093398516,255.0,160.0,95.0,2.0,
60.0,0.0,1435093398523,255.0,160.0,95.0,2.0,
60.0,0.0,1435093398531,258.0,160.0,98.0,2.0,
60.0,0.0,1435093398539,258.0,160.0,98.0,2.0,
60.0,0.0,1435093398547,258.0,160.0,98.0,2.0,
60.0,0.0,1435093398554,258.0,160.0,98.0,2.0,
60.0,0.0,1435093398562,260.0,160.0,100.0,2.0,
60.0,0.0,1435093398569,260.0,160.0,100.0,2.0,
60.0,0.0,1435093398577,260.0,160.0,100.0,2.0,
60.0,0.0,1435093398585,260.0,160.0,100.0,2.0,
60.0,0.0,1435093398593,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398601,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398608,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398616,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398624,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398632,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398640,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398649,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398657,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398665,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398671,261.0,160.0,101.0,2.0,
60.0,0.0,1435093398680,261.0,160.0,101.0,2.0,
