Spatial Frequency(Hz),Modulation(0-1),System time since start (milliseconds),Target Position(pixels),Cursor Position(pixels),Error(pixels),x-axis gain
1.0,1.0,14806,1897,2051,154.0,4.0,
1.0,1.0,14839,1896,2044,148.0,4.0,
1.0,1.0,14873,1896,2037,141.0,4.0,
1.0,1.0,14906,1895,2030,135.0,4.0,
1.0,1.0,14940,1894,2021,127.0,4.0,
1.0,1.0,14973,1893,2009,116.0,4.0,
1.0,1.0,15008,1893,1991,98.0,4.0,
1.0,1.0,15040,1892,1967,75.0,4.0,
1.0,1.0,15073,1891,1939,48.0,4.0,
1.0,1.0,15107,1889,1909,20.0,4.0,
1.0,1.0,15140,1886,1878,8.0,4.0,
1.0,1.0,15173,1884,1848,36.0,4.0,
1.0,1.0,15207,1882,1817,65.0,4.0,
1.0,1.0,15242,1883,1786,97.0,4.0,
1.0,1.0,15274,1884,1756,128.0,4.0,
1.0,1.0,15308,1887,1725,162.0,4.0,
1.0,1.0,15341,1890,1696,194.0,4.0,
1.0,1.0,15374,1892,1667,225.0,4.0,
1.0,1.0,15407,1894,1643,251.0,4.0,
1.0,1.0,15441,1895,1627,268.0,4.0,
1.0,1.0,15475,1894,1619,275.0,4.0,
1.0,1.0,15508,1891,1623,268.0,4.0,
1.0,1.0,15541,1886,1632,254.0,4.0,
1.0,1.0,15576,1879,1642,237.0,4.0,
1.0,1.0,15608,1871,1650,221.0,4.0,
1.0,1.0,15641,1864,1658,206.0,4.0,
1.0,1.0,15675,1857,1669,188.0,4.0,
1.0,1.0,15708,1851,1684,167.0,4.0,
1.0,1.0,15742,1845,1701,144.0,4.0,
1.0,1.0,15775,1840,1720,120.0,4.0,
3.0,1.0,15808,1840,1720,120.0,4.0,
3.0,1.0,15842,591,591,0.0,4.0,
3.0,1.0,15876,583,609,26.0,4.0,
3.0,1.0,15909,574,628,54.0,4.0,
3.0,1.0,15942,563,628,65.0,4.0,
3.0,1.0,15976,551,664,113.0,4.0,
3.0,1.0,16009,540,683,143.0,4.0,
3.0,1.0,16042,530,701,171.0,4.0,
3.0,1.0,16076,520,720,200.0,4.0,
3.0,1.0,16109,510,720,227.0,4.0,
3.0,1.0,16143,502,753,251.0,4.0,
3.0,1.0,16176,495,768,273.0,4.0,
3.0,1.0,16210,490,783,293.0,4.0,
3.0,1.0,16243,486,798,312.0,4.0,
3.0,1.0,16276,485,813,328.0,4.0,
3.0,1.0,16310,485,813,328.0,4.0,
3.0,1.0,16343,488,841,353.0,4.0,
3.0,1.0,16377,493,852,359.0,4.0,
3.0,1.0,16410,500,855,355.0,4.0,
3.0,1.0,16444,509,852,343.0,4.0,
3.0,1.0,16477,519,847,328.0,4.0,
3.0,1.0,16510,529,840,311.0,4.0,
3.0,1.0,16544,529,840,311.0,4.0,
3.0,1.0,16578,549,818,269.0,4.0,
3.0,1.0,16611,560,801,241.0,4.0,
3.0,1.0,16644,572,778,206.0,4.0,
3.0,1.0,16677,585,754,169.0,4.0,
3.0,1.0,16711,599,730,131.0,4.0,
3.0,1.0,16744,613,706,93.0,4.0,
3.0,1.0,16778,628,682,54.0,4.0,
3.0,1.0,16811,642,658,16.0,4.0,
3.0,1.0,16845,656,634,22.0,4.0,
3.0,1.0,16878,668,610,58.0,4.0,
3.0,1.0,16912,677,586,91.0,4.0,
3.0,1.0,16945,684,564,120.0,4.0,
3.0,1.0,16978,687,549,138.0,4.0,
3.0,1.0,17012,688,542,146.0,4.0,
3.0,1.0,17047,687,543,144.0,4.0,
3.0,1.0,17079,684,548,136.0,4.0,
3.0,1.0,17112,680,553,127.0,4.0,
3.0,1.0,17145,676,556,120.0,4.0,
3.0,1.0,17179,670,559,111.0,4.0,
3.0,1.0,17212,664,566,98.0,4.0,
3.0,1.0,17246,658,577,81.0,4.0,
3.0,1.0,17279,652,591,61.0,4.0,
3.0,1.0,17313,647,606,41.0,4.0,
3.0,1.0,17346,644,622,22.0,4.0,
3.0,1.0,17379,643,635,8.0,4.0,
3.0,1.0,17413,644,646,2.0,4.0,
3.0,1.0,17446,646,654,8.0,4.0,
3.0,1.0,17480,649,658,9.0,4.0,
3.0,1.0,17513,653,661,8.0,4.0,
3.0,1.0,17547,657,664,7.0,4.0,
3.0,1.0,17581,660,667,7.0,4.0,
3.0,1.0,17613,662,670,8.0,4.0,
3.0,1.0,17647,662,673,11.0,4.0,
3.0,1.0,17680,660,676,16.0,4.0,
3.0,1.0,17714,658,679,21.0,4.0,
3.0,1.0,17747,657,682,25.0,4.0,
3.0,1.0,17780,655,685,30.0,4.0,
3.0,1.0,17814,655,688,33.0,4.0,
3.0,1.0,17847,654,691,37.0,4.0,
3.0,1.0,17881,654,694,40.0,4.0,
3.0,1.0,17914,653,697,44.0,4.0,
3.0,1.0,17948,653,700,47.0,4.0,
3.0,1.0,17981,652,703,51.0,4.0,
3.0,1.0,18016,652,706,54.0,4.0,
3.0,1.0,18048,651,709,58.0,4.0,
3.0,1.0,18081,650,712,62.0,4.0,
3.0,1.0,18115,649,715,66.0,4.0,
3.0,1.0,18148,649,715,66.0,4.0,
3.0,1.0,18182,648,721,73.0,4.0,
3.0,1.0,18216,648,724,76.0,4.0,
3.0,1.0,18251,647,727,80.0,4.0,
3.0,1.0,18284,645,730,85.0,4.0,
3.0,1.0,18316,643,733,90.0,4.0,
3.0,1.0,18349,640,736,96.0,4.0,
3.0,1.0,18382,638,739,101.0,4.0,
3.0,1.0,18415,637,742,105.0,4.0,
3.0,1.0,18449,638,745,107.0,4.0,
3.0,1.0,18482,640,748,108.0,4.0,
3.0,1.0,18516,643,748,105.0,4.0,
3.0,1.0,18549,646,754,108.0,4.0,
3.0,1.0,18583,648,757,109.0,4.0,
3.0,1.0,18616,649,762,113.0,4.0,
3.0,1.0,18649,649,769,120.0,4.0,
3.0,1.0,18683,648,777,129.0,4.0,
3.0,1.0,18716,644,786,142.0,4.0,
3.0,1.0,18750,639,795,156.0,4.0,
3.0,1.0,18783,632,805,173.0,4.0,
3.0,1.0,18816,624,814,190.0,4.0,
3.0,1.0,18850,616,822,206.0,4.0,
3.0,1.0,18883,610,825,215.0,4.0,
3.0,1.0,18917,604,824,220.0,4.0,
3.0,1.0,18950,598,821,223.0,4.0,
